"ID","aveLog2CPM","log2CPM_A","log2CPM_B","FC","log2FC","PValue","adj.PValue"
"ENSG00000103160",823.036988292726,875.044915279114,771.029061306338,0.881130840078537,-0.182571832476068,0.329439139893473,0.759289704551964
"ENSG00000268754",14.5816125553523,17.3343715726203,11.8288535380843,0.682392983704585,-0.551325281798919,0.336592343254995,0.759289704551964
"ENSG00000131153",38.567380474829,44.8845536467624,32.2502073028955,0.718514604304677,-0.476910614135433,0.377122242040018,0.796796983180648
"ENSG00000261567",23.0186347828465,29.9301924910542,16.1070770746388,0.538154810713396,-0.893906843070718,0.391152447590083,0.796796983180648
"ENSG00000167513",43.9662575791896,48.3240698963912,39.608445261988,0.819642164803382,-0.286933892153563,0.395325764037119,0.796796983180648
"ENSG00000135698",542.798225002741,507.668142163615,577.928307841868,1.13839782299282,0.187004808051816,0.396160002638421,0.796796983180648
"ENSG00000225614",1484.83306001317,1412.82147501232,1556.84464501402,1.10194010534872,0.140045810057273,0.399902247107912,0.796796983180648
"ENSG00000140948",2727.73318064795,2888.64047871053,2566.82588258537,0.888593060127437,-0.170405220880012,0.405027487844539,0.796796983180648
"ENSG00000174177",347.973061151701,331.368237819896,364.577884483507,1.1002197642179,0.137791724731983,0.410720094423015,0.796796983180648
"ENSG00000141012",1264.0448419847,1216.38733286002,1311.70235110938,1.0783591013113,0.108837685892167,0.436689161565534,0.815376476415418
"ENSG00000176715",660.611984973725,628.058673926449,693.165296021001,1.10366327987722,0.142300082851112,0.438087022412632,0.815376476415418
"ENSG00000131149",1668.51089307045,1829.34639211569,1507.67539402522,0.82416069505653,-0.279002433015082,0.452964318268734,0.815376476415418
"ENSG00000135709",2746.07097317036,2908.73377837266,2583.40816796805,0.888155590991686,-0.171115658526944,0.460057612059895,0.815376476415418
"ENSG00000103121",269.281231372494,250.162672450125,288.399790294863,1.15284901408447,0.205203578995688,0.466222911539783,0.815376476415418
"ENSG00000230989",2978.79089290193,2818.74300642814,3138.83877937573,1.11355975774223,0.155178980564048,0.474180426555832,0.815376476415418
"ENSG00000261327",52.2010387703921,63.2234462683038,41.1786312724803,0.651318991655864,-0.6185638003976,0.479138754182256,0.815376476415418
"ENSG00000075399",1005.81074798402,955.567777866895,1056.05371810115,1.10515835983772,0.14425311041601,0.492308070477989,0.823342807523533
"ENSG00000158805",363.423872261388,341.764802471037,385.082942051739,1.12674839324442,0.172165392755773,0.500896400409307,0.823507641350894
"ENSG00000153786",8439.11306774264,7915.2214006302,8963.00473485508,1.13237574556556,0.179352753502331,0.532203587987588,0.860395800579935
"ENSG00000140905",386.990179129155,403.490522279217,370.489835979092,0.918211991415034,-0.123100821798053,0.568485509578031,0.893159906317082
"ENSG00000224888",15.4948025095964,13.6071966804774,17.3824083387154,1.27744227902978,0.353258104752861,0.570885713316073,0.893159906317082
"ENSG00000141002",4741.28687071194,4873.91671702733,4608.65702439655,0.945575661622597,-0.0807351927351443,0.591480456463745,0.910692131380687
"ENSG00000261118",17.4930007222023,19.3284534246192,15.6575480197853,0.810077644383164,-0.303867900719658,0.603801155220154,0.915136125880545
"ENSG00000167508",675.827083319501,660.890047876176,690.764118762826,1.04520278521768,0.0637828742160199,0.695105773738917,0.95688663016373
"ENSG00000178773",114.488442122376,111.162380319021,117.814503925732,1.05984150022355,0.0838485252231574,0.707527803935609,0.95688663016373
"ENSG00000260121",44.3822151769169,42.9129361894015,45.8514941644323,1.06847720608213,0.0955561311862659,0.733446586027478,0.95688663016373
"ENSG00000103335",6036.45739070768,5938.94256648093,6133.97221493443,1.03283912014139,0.0466155507665835,0.733950447551612,0.95688663016373
"ENSG00000104731",297.003169409586,293.38953784075,300.616800978421,1.02463367709313,0.0351082153872468,0.734384974461934,0.95688663016373
"ENSG00000261061",44.8437723107108,45.3039301986334,44.3836144227883,0.979685740910114,-0.0296090525363936,0.734506396544114,0.95688663016373
"ENSG00000103168",1114.42005568245,1081.5920029939,1147.248108371,1.06070320896915,0.0850210381129008,0.756810346392298,0.95688663016373
"ENSG00000268505",24.2859511050661,24.1443381300883,24.427564080044,1.01173053278287,0.0168250896519478,0.766425308874009,0.95688663016373
"ENSG00000184860",12.9269054399537,14.3979596096455,11.4558512702619,0.795657966882153,-0.329779708752147,0.774358511198527,0.95688663016373
"ENSG00000185324",1036.03745387154,1038.95354528527,1033.12136245782,0.994386483540174,-0.00812140857549542,0.776625994039072,0.95688663016373
"ENSG00000268218",20.371793986904,22.0415899829104,18.7019979908975,0.848486792713129,-0.237035891496049,0.784908456195832,0.95688663016373
"ENSG00000167522",8813.92957830646,8757.5541677877,8870.30498882522,1.01287469296533,0.0184557032411578,0.78717428069863,0.95688663016373
"ENSG00000197912",2343.12168675886,2382.88624797678,2303.35712554095,0.966624876658147,-0.0489719710409039,0.795756383611959,0.95688663016373
"ENSG00000262601",60.4822656592098,67.32927366174,53.6352576566795,0.796611261932532,-0.328052219228238,0.797254906418889,0.95688663016373
"ENSG00000269186",16.1867308803242,16.7581986548972,15.6152631057512,0.931798424599057,-0.101910203617906,0.80941794556035,0.95688663016373
"ENSG00000260018",13.6088289400036,13.946535869803,13.2711220102043,0.951571209804068,-0.0716164718225364,0.82883581106349,0.95688663016373
"ENSG00000086696",31.493434907681,34.395145781473,28.5917240338889,0.831272070063151,-0.266607355689355,0.83218217176346,0.95688663016373
"ENSG00000158545",1657.35310518191,1644.67501507009,1670.03119529372,1.01541713711906,0.0220725136419163,0.856555775214802,0.95688663016373
"ENSG00000243697",12.6297482803405,12.811876114125,12.447620446556,0.971568904950042,-0.0416117776104201,0.863484001870405,0.95688663016373
"ENSG00000167526",37299.5909896814,36751.6765930942,37847.5053862686,1.02981711025886,0.0423881456117111,0.865071494464508,0.95688663016373
"ENSG00000168589",14.8471564954338,13.9997130171624,15.6945999737052,1.12106583574,0.164871004375835,0.871343056046291,0.95688663016373
"ENSG00000103264",2122.48284307668,2060.77870723504,2184.18697891832,1.05988429094789,0.0839067723474532,0.874958761385581,0.95688663016373
"ENSG00000140943",7724.16217024567,7761.69315190962,7686.63118858172,0.990329176655298,-0.0140199509144126,0.879943282483083,0.95688663016373
"ENSG00000167523",129.57874718795,131.867046667191,127.290447708708,0.965293838952553,-0.0509599240385344,0.881191089610714,0.95688663016373
"ENSG00000205047",78.9648041223998,81.3180350095563,76.6115732352433,0.942122780343131,-0.0860130063345592,0.884049639250919,0.95688663016373
"ENSG00000260495",11.1588460153668,10.9876525161752,11.3300395145583,1.03116106901625,0.0442697015920403,0.890122433050359,0.95688663016373
"ENSG00000140941",7177.66189348974,7029.96778325559,7325.35600372389,1.04201843160247,0.0593807967587473,0.897697766442262,0.95688663016373
"ENSG00000270020",35.1940748897106,33.6993129738142,36.688836805607,1.08871171451227,0.122621986099042,0.942976723071048,0.977995833552735
"ENSG00000140961",365.900814915951,357.531674956799,374.269954875104,1.04681621543134,0.0660081773598661,0.944766922249985,0.977995833552735
"ENSG00000158717",267.052036122084,268.002235216761,266.101837027406,0.992909021121343,-0.0102665632265907,0.94775766169972,0.977995833552735
"ENSG00000170100",108.200407276557,105.430759885209,110.970054667905,1.05253964581805,0.0738745760449835,0.963690842090258,0.977995833552735
"ENSG00000131143",7005.60953195755,7001.15262208073,7010.06644183437,1.00127319317758,0.00183566115557314,0.967913402278995,0.977995833552735
"ENSG00000259877",97.0977800682059,91.4476835755102,102.747876560902,1.12357002980902,0.168090047534795,1.0,1.0
