row ID	ID	aveLog2CPM	log2CPM_A	log2CPM_B	FC	log2FC	PValue	adj.PValue
318	ENST00000567382	155.129677701649	150.547868719939	159.711486683359	1.06086846689585	0.0852457929910954	0.652473933764363	1.0
319	ENST00000569435	46.5757348776765	43.6285847326057	49.5228850227473	1.13510179911329	0.182821688256347	0.654008935793407	1.0
320	ENST00000306502	43.5969896889715	39.6536847230307	47.5402946549124	1.19888719010522	0.26169591402106	0.654536348379699	1.0
321	ENST00000547614	48.4973094880565	49.702690515262	47.2919284608509	0.951496346990092	-0.0717299772103401	0.659158521504264	1.0
322	ENST00000569997	242.285969234522	231.179115896145	253.392822572899	1.09608872579447	0.132364585782679	0.659547016573528	1.0
323	ENST00000491917	38.0762395377477	36.2961650329617	39.8563140425336	1.09808609274117	0.134991169736189	0.659955682884165	1.0
324	ENST00000562209	56.0625300281553	54.1893432636783	57.9357167926322	1.06913487603503	0.0964438668212446	0.663745473023844	1.0
325	ENST00000268607	2282.8493998175	2316.76195883429	2248.93684080071	0.970724174844569	-0.0428666737160297	0.665760178973178	1.0
326	ENST00000568072	13.4125312112344	12.0011997189842	14.8238627034845	1.23519840104279	0.304742790159427	0.666454478479444	1.0
327	ENST00000389386	523.992358165472	505.907355827952	542.077360502993	1.07149531284408	0.0996255390938887	0.66894380307484	1.0
328	ENST00000344861	2225.36487271377	2116.83304426328	2333.89670116425	1.10254169902025	0.140833220709858	0.670049914561962	1.0
329	ENST00000569301	258.366559598912	250.880897575471	265.852221622352	1.05967502584519	0.0836218964069893	0.672476208649697	1.0
330	ENST00000563655	136.73025606216	131.462449165521	141.998062958798	1.08014162112568	0.111220481556169	0.678362510464973	1.0
331	ENST00000593625	51.0594094123722	48.7495990275225	53.3692197972218	1.09476223111274	0.130617568235065	0.678999487957505	1.0
332	ENST00000219473	441.236296391149	426.844754013853	455.627838768445	1.06743220921407	0.0941444496713322	0.679292721146331	1.0
333	ENST00000574293	53.6480968447625	61.2329208090871	46.063272880438	0.752263198811873	-0.410690580343193	0.680139810033974	1.0
334	ENST00000564526	317.483984285764	301.362349106355	333.605619465173	1.10699170103508	0.146644406473206	0.68371125583449	1.0
335	ENST00000561702	227.400289425599	221.642156510396	233.158422340802	1.0519588241322	0.0730782356350986	0.685932047024299	1.0
